FAQ_No,Category1,Category2,Category3,Category4,Category5,Question,Answer,Landing URL,Image info (URL)
341,부서 및 시설물,학생행복처,체육부,,,7555,"<학생행복처>
체육부
033-738-7555",,
342,부서 및 시설물,학생행복처,체육부,,,체육부,"<학생행복처>
체육부
033-738-7555",,
343,부서 및 시설물,학생행복처,체육부,,,033-738-7555,"<학생행복처>
체육부
033-738-7555",,
344,부서 및 시설물,학생행복처,체육부,,,738-7555,"<학생행복처>
체육부
033-738-7555",,
345,부서 및 시설물,학생행복처,인재개발원 취업진로지원팀,,,033-730-0131,"<학생행복처>
인재개발원 취업진로지원팀
033-730-0131",,
346,부서 및 시설물,학생행복처,인재개발원 취업진로지원팀,,,730-0131,"<학생행복처>
인재개발원 취업진로지원팀
033-730-0131",,
347,부서 및 시설물,학생행복처,인재개발원 취업진로지원팀,,,0131,"<학생행복처>
인재개발원 취업진로지원팀
033-730-0131",,
348,부서 및 시설물,학생행복처,인재개발원 취업진로지원팀,,,인재개발원 취업진로지원팀,"<학생행복처>
인재개발원 취업진로지원팀
033-730-0131",,
349,부서 및 시설물,학생행복처,인재개발원 현장실습지원센터,,,033-738-7883,"<학생행복처>
인재개발원 현장실습지원센터
033-738-7830
033-738-7883

인재관 1층 인재개발원
평일 : 09:00 ~ 18:00
점심시간 : 12:00 ~ 13:00
job@sangji.ac.kr",https://www.sangji.ac.kr/intern/index.do,
350,부서 및 시설물,학생행복처,인재개발원 현장실습지원센터,,,7830,"<학생행복처>
인재개발원 현장실습지원센터
033-738-7830
033-738-7883

인재관 1층 인재개발원
평일 : 09:00 ~ 18:00
점심시간 : 12:00 ~ 13:00
job@sangji.ac.kr",https://www.sangji.ac.kr/intern/index.do,
351,부서 및 시설물,학생행복처,인재개발원 현장실습지원센터,,,7883,"<학생행복처>
인재개발원 현장실습지원센터
033-738-7830
033-738-7883

인재관 1층 인재개발원
평일 : 09:00 ~ 18:00
점심시간 : 12:00 ~ 13:00
job@sangji.ac.kr",https://www.sangji.ac.kr/intern/index.do,
352,부서 및 시설물,학생행복처,인재개발원 현장실습지원센터,,,738-7883,"<학생행복처>
인재개발원 현장실습지원센터
033-738-7830
033-738-7883

인재관 1층 인재개발원
평일 : 09:00 ~ 18:00
점심시간 : 12:00 ~ 13:00
job@sangji.ac.kr",https://www.sangji.ac.kr/intern/index.do,
353,부서 및 시설물,학생행복처,인재개발원 현장실습지원센터,,,738-7830,"<학생행복처>
인재개발원 현장실습지원센터
033-738-7830
033-738-7883

인재관 1층 인재개발원
평일 : 09:00 ~ 18:00
점심시간 : 12:00 ~ 13:00
job@sangji.ac.kr",https://www.sangji.ac.kr/intern/index.do,
354,부서 및 시설물,학생행복처,인재개발원 현장실습지원센터,,,033-738-7830,"<학생행복처>
인재개발원 현장실습지원센터
033-738-7830
033-738-7883

인재관 1층 인재개발원
평일 : 09:00 ~ 18:00
점심시간 : 12:00 ~ 13:00
job@sangji.ac.kr",https://www.sangji.ac.kr/intern/index.do,
355,부서 및 시설물,학생행복처,인재개발원 현장실습지원센터,,,인재개발원 현장실습지원센터,"<학생행복처>
인재개발원 현장실습지원센터
033-738-7830
033-738-7883

인재관 1층 인재개발원
평일 : 09:00 ~ 18:00
점심시간 : 12:00 ~ 13:00
job@sangji.ac.kr",https://www.sangji.ac.kr/intern/index.do,
356,부서 및 시설물,학생행복처,인재개발원 여대생커리어개발센터,,,인재개발원 여대생커리어개발센터,"<학생행복처>
인재개발원 여대생커리어개발센터
033-730-0588

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00
mjlee@sangji.ac.kr",https://caam.sangji.ac.kr/main/mainPage.do,
357,부서 및 시설물,학생행복처,인재개발원 여대생커리어개발센터,,,730-0588,"<학생행복처>
인재개발원 여대생커리어개발센터
033-730-0588

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00
mjlee@sangji.ac.kr",https://caam.sangji.ac.kr/main/mainPage.do,
358,부서 및 시설물,학생행복처,인재개발원 여대생커리어개발센터,,,0588,"<학생행복처>
인재개발원 여대생커리어개발센터
033-730-0588

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00
mjlee@sangji.ac.kr",https://caam.sangji.ac.kr/main/mainPage.do,
359,부서 및 시설물,학생행복처,인재개발원 여대생커리어개발센터,,,033-730-0588,"<학생행복처>
인재개발원 여대생커리어개발센터
033-730-0588

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00
mjlee@sangji.ac.kr",https://caam.sangji.ac.kr/main/mainPage.do,
360,부서 및 시설물,입학홍보처,입학팀,,,730-0126,"<입학홍보처>
입학팀
033-730-0125
033-730-0126",,
361,부서 및 시설물,입학홍보처,입학팀,,,033-730-0126,"<입학홍보처>
입학팀
033-730-0125
033-730-0126",,
362,부서 및 시설물,입학홍보처,입학팀,,,0126,"<입학홍보처>
입학팀
033-730-0125
033-730-0126",,
363,부서 및 시설물,입학홍보처,입학팀,,,033-730-0125,"<입학홍보처>
입학팀
033-730-0125
033-730-0126",,
364,부서 및 시설물,입학홍보처,입학팀,,,0125,"<입학홍보처>
입학팀
033-730-0125
033-730-0126",,
365,부서 및 시설물,입학홍보처,입학팀,,,730-0125,"<입학홍보처>
입학팀
033-730-0125
033-730-0126",,
366,부서 및 시설물,입학홍보처,입학팀,,,입학팀,"<입학홍보처>
입학팀
033-730-0125
033-730-0126",,
367,부서 및 시설물,입학홍보처,홍보팀,,,0183,"<입학홍보처>
홍보팀
033-730-0183",,
368,부서 및 시설물,입학홍보처,홍보팀,,,730-0183,"<입학홍보처>
홍보팀
033-730-0183",,
369,부서 및 시설물,입학홍보처,홍보팀,,,033-730-0183,"<입학홍보처>
홍보팀
033-730-0183",,
370,부서 및 시설물,입학홍보처,홍보팀,,,홍보팀,"<입학홍보처>
홍보팀
033-730-0183",,
371,부서 및 시설물,행정지원처,총무팀,,,033-730-0597,"<행정지원처>
총무팀
033-730-0597",,
372,부서 및 시설물,행정지원처,총무팀,,,총무팀,"<행정지원처>
총무팀
033-730-0597",,
373,부서 및 시설물,행정지원처,총무팀,,,730-0597,"<행정지원처>
총무팀
033-730-0597",,
374,부서 및 시설물,행정지원처,총무팀,,,0597,"<행정지원처>
총무팀
033-730-0597",,
375,부서 및 시설물,행정지원처,회계팀,,,730-0163,"<행정지원처>
회계팀
033-730-0163",,
376,부서 및 시설물,행정지원처,회계팀,,,033-730-0163,"<행정지원처>
회계팀
033-730-0163",,
377,부서 및 시설물,행정지원처,회계팀,,,회계팀,"<행정지원처>
회계팀
033-730-0163",,
378,부서 및 시설물,행정지원처,회계팀,,,0163,"<행정지원처>
회계팀
033-730-0163",,
379,부서 및 시설물,행정지원처,시설팀,,,738-8881,"<행정지원처>
시설팀
033-738-8881",,
380,부서 및 시설물,행정지원처,시설팀,,,033-738-8881,"<행정지원처>
시설팀
033-738-8881",,
381,부서 및 시설물,행정지원처,시설팀,,,시설팀,"<행정지원처>
시설팀
033-738-8881",,
382,부서 및 시설물,행정지원처,시설팀,,,8881,"<행정지원처>
시설팀
033-738-8881",,
383,부서 및 시설물,대회협력처,대외협력팀,,,738-8702,"<대회협력처>
대외협력팀
033-738-8702",,
384,부서 및 시설물,대회협력처,대외협력팀,,,8702,"<대회협력처>
대외협력팀
033-738-8702",,
385,부서 및 시설물,대회협력처,대외협력팀,,,033-738-8702,"<대회협력처>
대외협력팀
033-738-8702",,
386,부서 및 시설물,대회협력처,대외협력팀,,,대외협력팀,"<대회협력처>
대외협력팀
033-738-8702",,
387,부서 및 시설물,대회협력처,발전기금팀,,,발전기금팀,"<대회협력처>
발전기금팀
033-738-8702",https://www.sangji.ac.kr/fund/index.do,
388,부서 및 시설물,대회협력처,발전기금팀,,,738-8702,"<대회협력처>
발전기금팀
033-738-8702",https://www.sangji.ac.kr/fund/index.do,
389,부서 및 시설물,대회협력처,발전기금팀,,,8702,"<대회협력처>
발전기금팀
033-738-8702",https://www.sangji.ac.kr/fund/index.do,
390,부서 및 시설물,대회협력처,발전기금팀,,,033-738-8702,"<대회협력처>
발전기금팀
033-738-8702",https://www.sangji.ac.kr/fund/index.do,
391,부서 및 시설물,대회협력처,국제어학원,,,국제어학원,"<대회협력처>
국제어학원
033-738-7608

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/lang/index.do,
392,부서 및 시설물,대회협력처,국제어학원,,,033-738-7608,"<대회협력처>
국제어학원
033-738-7608

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/lang/index.do,
393,부서 및 시설물,대회협력처,국제어학원,,,7608,"<대회협력처>
국제어학원
033-738-7608

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/lang/index.do,
394,부서 및 시설물,대회협력처,국제어학원,,,738-7608,"<대회협력처>
국제어학원
033-738-7608

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/lang/index.do,
395,부서 및 시설물,대회협력처,국제어학원 국제교류팀,,,033-738-8102,"<대회협력처>
국제어학원 국제교류팀
033-738-8102

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/global/index.do,
396,부서 및 시설물,대회협력처,국제어학원 국제교류팀,,,국제어학원 국제교류팀,"<대회협력처>
국제어학원 국제교류팀
033-738-8102

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/global/index.do,
397,부서 및 시설물,대회협력처,국제어학원 국제교류팀,,,738-8102,"<대회협력처>
국제어학원 국제교류팀
033-738-8102

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/global/index.do,
398,부서 및 시설물,대회협력처,국제어학원 국제교류팀,,,8102,"<대회협력처>
국제어학원 국제교류팀
033-738-8102

인재관 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/global/index.do,
399,부서 및 시설물,대학원지원팀,대학원지원팀,,,730-0196,"<대학원지원팀>
대학원지원팀
033-730-0196",,
400,부서 및 시설물,대학원지원팀,대학원지원팀,,,대학원지원팀,"<대학원지원팀>
대학원지원팀
033-730-0196",,
401,부서 및 시설물,대학원지원팀,대학원지원팀,,,0196,"<대학원지원팀>
대학원지원팀
033-730-0196",,
402,부서 및 시설물,대학원지원팀,대학원지원팀,,,033-730-0196,"<대학원지원팀>
대학원지원팀
033-730-0196",,
403,부서 및 시설물,부속기관,학술정보원 학술지원팀,,,학술정보원 학술지원팀,"<부속기관>
학술정보원 학술지원팀
033-730-0364",http://library.sangji.ac.kr/main_main.mir,
404,부서 및 시설물,부속기관,학술정보원 학술지원팀,,,0364,"<부속기관>
학술정보원 학술지원팀
033-730-0364",http://library.sangji.ac.kr/main_main.mir,
405,부서 및 시설물,부속기관,학술정보원 학술지원팀,,,730-0364,"<부속기관>
학술정보원 학술지원팀
033-730-0364",http://library.sangji.ac.kr/main_main.mir,
406,부서 및 시설물,부속기관,학술정보원 학술지원팀,,,033-730-0364,"<부속기관>
학술정보원 학술지원팀
033-730-0364",http://library.sangji.ac.kr/main_main.mir,
407,부서 및 시설물,부속기관,학술정보원 전산정보팀,,,0391,"<부속기관>
학술정보원 전산정보팀
033-730-0391",http://library.sangji.ac.kr/main_main.mir,
408,부서 및 시설물,부속기관,학술정보원 전산정보팀,,,033-730-0391,"<부속기관>
학술정보원 전산정보팀
033-730-0391",http://library.sangji.ac.kr/main_main.mir,
409,부서 및 시설물,부속기관,학술정보원 전산정보팀,,,학술정보원 전산정보팀,"<부속기관>
학술정보원 전산정보팀
033-730-0391",http://library.sangji.ac.kr/main_main.mir,
410,부서 및 시설물,부속기관,학술정보원 전산정보팀,,,730-0391,"<부속기관>
학술정보원 전산정보팀
033-730-0391",http://library.sangji.ac.kr/main_main.mir,
411,부서 및 시설물,부속기관,생활관 (사무),,,033-730-0572,"<부속기관>
생활관 (사무)
033-730-0572",https://www.sangji.ac.kr/dorm/index.do,
412,부서 및 시설물,부속기관,생활관 (사무),,,730-0572,"<부속기관>
생활관 (사무)
033-730-0572",https://www.sangji.ac.kr/dorm/index.do,
413,부서 및 시설물,부속기관,생활관 (사무),,,0572,"<부속기관>
생활관 (사무)
033-730-0572",https://www.sangji.ac.kr/dorm/index.do,
414,부서 및 시설물,부속기관,생활관 (사무),,,생활관 (사무),"<부속기관>
생활관 (사무)
033-730-0572",https://www.sangji.ac.kr/dorm/index.do,
415,부서 및 시설물,부속기관,한방병원,,,2111,"<부속기관>
한방병원
033-732-2111

후문 상지대 부속 한방병원
평일/토요일 : 오전 08:30~12:30 (접수 12시까지)
평일 오후 13:30~17:30 (접수 17시까지)",https://www.sangji.ac.kr/medi/index.do,
416,부서 및 시설물,부속기관,한방병원,,,033-732-2111,"<부속기관>
한방병원
033-732-2111

후문 상지대 부속 한방병원
평일/토요일 : 오전 08:30~12:30 (접수 12시까지)
평일 오후 13:30~17:30 (접수 17시까지)",https://www.sangji.ac.kr/medi/index.do,
417,부서 및 시설물,부속기관,한방병원,,,한방병원,"<부속기관>
한방병원
033-732-2111

후문 상지대 부속 한방병원
평일/토요일 : 오전 08:30~12:30 (접수 12시까지)
평일 오후 13:30~17:30 (접수 17시까지)",https://www.sangji.ac.kr/medi/index.do,
418,부서 및 시설물,부속기관,한방병원,,,732-2111,"<부속기관>
한방병원
033-732-2111

후문 상지대 부속 한방병원
평일/토요일 : 오전 08:30~12:30 (접수 12시까지)
평일 오후 13:30~17:30 (접수 17시까지)",https://www.sangji.ac.kr/medi/index.do,
419,부서 및 시설물,부속기관,중앙기기센터,,,730-0386,"<부속기관>
중앙기기센터
033-730-0386",,
420,부서 및 시설물,부속기관,중앙기기센터,,,033-730-0386,"<부속기관>
중앙기기센터
033-730-0386",,
421,부서 및 시설물,부속기관,중앙기기센터,,,0386,"<부속기관>
중앙기기센터
033-730-0386",,
422,부서 및 시설물,부속기관,중앙기기센터,,,중앙기기센터,"<부속기관>
중앙기기센터
033-730-0386",,
423,부서 및 시설물,부속기관,인권센터,,,033-738-8180,"<부속기관>
인권센터
033-738-8180",,
424,부서 및 시설물,부속기관,인권센터,,,738-8180,"<부속기관>
인권센터
033-738-8180",,
425,부서 및 시설물,부속기관,인권센터,,,인권센터,"<부속기관>
인권센터
033-738-8180",,
426,부서 및 시설물,부속기관,인권센터,,,8180,"<부속기관>
인권센터
033-738-8180",,
427,부서 및 시설물,부속기관,창업지원단,,,창업지원단,"<부속기관>
창업지원단",,
428,부서 및 시설물,부속기관,실습목장,,,033-336-9735,"<부속기관>
실습목장
033-336-9735

강원 평창군 대관령면 삼현동1길 194-14​",,
429,부서 및 시설물,부속기관,실습목장,,,실습목장,"<부속기관>
실습목장
033-336-9735

강원 평창군 대관령면 삼현동1길 194-14​",,
430,부서 및 시설물,부속기관,실습목장,,,9735,"<부속기관>
실습목장
033-336-9735

강원 평창군 대관령면 삼현동1길 194-14​",,
431,부서 및 시설물,부속기관,실습목장,,,336-9735,"<부속기관>
실습목장
033-336-9735

강원 평창군 대관령면 삼현동1길 194-14​",,
432,부서 및 시설물,부속기관,실습농장,,,033-336-9735,"<부속기관>
실습농장
033-336-9735

강원 평창군 대관령면 삼현동1길 194-14​",,
433,부서 및 시설물,부속기관,실습농장,,,9735,"<부속기관>
실습농장
033-336-9735

강원 평창군 대관령면 삼현동1길 194-14​",,
434,부서 및 시설물,부속기관,실습농장,,,실습농장,"<부속기관>
실습농장
033-336-9735

강원 평창군 대관령면 삼현동1길 194-14​",,
435,부서 및 시설물,부속기관,실습농장,,,336-9735,"<부속기관>
실습농장
033-336-9735

강원 평창군 대관령면 삼현동1길 194-14​",,
436,부서 및 시설물,부속기관,보건소,,,9123,"<부속기관>
보건소
033-741-9123

위치상지대학교 부속한방병원 1층
상지푸른의원

평일 : 오전 8:30 ~ 오후 5:30
점심시간 : 오후 12:30 ~ 1:30",,
437,부서 및 시설물,부속기관,보건소,,,보건소,"<부속기관>
보건소
033-741-9123

위치상지대학교 부속한방병원 1층
상지푸른의원

평일 : 오전 8:30 ~ 오후 5:30
점심시간 : 오후 12:30 ~ 1:30",,
438,부서 및 시설물,부속기관,보건소,,,033-741-9123,"<부속기관>
보건소
033-741-9123

위치상지대학교 부속한방병원 1층
상지푸른의원

평일 : 오전 8:30 ~ 오후 5:30
점심시간 : 오후 12:30 ~ 1:30",,
439,부서 및 시설물,부속기관,보건소,,,741-9123,"<부속기관>
보건소
033-741-9123

위치상지대학교 부속한방병원 1층
상지푸른의원

평일 : 오전 8:30 ~ 오후 5:30
점심시간 : 오후 12:30 ~ 1:30",,
440,부서 및 시설물,부속기관,고시원,,,고시원,"<부속기관>
고시원


학술정보원 5층",,
441,부서 및 시설물,부속기관,신문사,,,033-730-0398,"<부속기관>
신문사
033-730-0398
010-5324-5568

민주관 1층",https://www.sangji.ac.kr/press/index.do,
442,부서 및 시설물,부속기관,신문사,,,730-0398,"<부속기관>
신문사
033-730-0398
010-5324-5568

민주관 1층",https://www.sangji.ac.kr/press/index.do,
443,부서 및 시설물,부속기관,신문사,,,신문사,"<부속기관>
신문사
033-730-0398
010-5324-5568

민주관 1층",https://www.sangji.ac.kr/press/index.do,
444,부서 및 시설물,부속기관,신문사,,,0398,"<부속기관>
신문사
033-730-0398
010-5324-5568

민주관 1층",https://www.sangji.ac.kr/press/index.do,
445,부서 및 시설물,부속기관,영자신문사,,,영자신문사,"<부속기관>
영자신문사
010-9729-4495",https://www.sangji.ac.kr/herald/index.do,
446,부서 및 시설물,부속기관,방송국,,,방송국,"<부속기관>
방송국
033–730-0396",https://www.sangji.ac.kr/sbs/index.do,
447,부서 및 시설물,부설기관,평생교육원,,,평생교육원,"<부설기관>
평생교육원
033-730-0933",https://www.sangji.ac.kr/edulife/index.do,
448,부서 및 시설물,부설기관,평생교육원,,,730-0933,"<부설기관>
평생교육원
033-730-0933",https://www.sangji.ac.kr/edulife/index.do,
449,부서 및 시설물,부설기관,평생교육원,,,033-730-0933,"<부설기관>
평생교육원
033-730-0933",https://www.sangji.ac.kr/edulife/index.do,
450,부서 및 시설물,부설기관,평생교육원,,,0933,"<부설기관>
평생교육원
033-730-0933",https://www.sangji.ac.kr/edulife/index.do,
451,부서 및 시설물,부설기관,공학교육센터,,,공학교육센터,"<부설기관>
공학교육센터
033-738-7776",,
452,부서 및 시설물,부설기관,교육연수원  ,,,교육연수원  ,"<부설기관>
교육연수원",,
453,부서 및 시설물,부설기관,HRD 직업능률혁신원  ,,,HRD 직업능률혁신원  ,"<부설기관>
HRD 직업능률혁신원",,
454,부서 및 시설물,부설기관,사회협력단 운영지원팀,,,0814,"<부설기관>
사회협력단 운영지원팀
033-730-0814",,
455,부서 및 시설물,부설기관,사회협력단 운영지원팀,,,033-730-0814,"<부설기관>
사회협력단 운영지원팀
033-730-0814",,
456,부서 및 시설물,부설기관,사회협력단 운영지원팀,,,사회협력단 운영지원팀,"<부설기관>
사회협력단 운영지원팀
033-730-0814",,
457,부서 및 시설물,부설기관,사회협력단 운영지원팀,,,730-0814,"<부설기관>
사회협력단 운영지원팀
033-730-0814",,
458,부서 및 시설물,부설기관,사회협력단 원주시어린이급식관리지원센터,,,사회협력단 원주시어린이급식관리지원센터,"<부설기관>
사회협력단 원주시어린이급식관리지원센터
033-738-8037",,
459,부서 및 시설물,부설기관,사회협력단 원주시어린이급식관리지원센터,,,738-8037,"<부설기관>
사회협력단 원주시어린이급식관리지원센터
033-738-8037",,
460,부서 및 시설물,부설기관,사회협력단 원주시어린이급식관리지원센터,,,8037,"<부설기관>
사회협력단 원주시어린이급식관리지원센터
033-738-8037",,
461,부서 및 시설물,부설기관,사회협력단 원주시어린이급식관리지원센터,,,033-738-8037,"<부설기관>
사회협력단 원주시어린이급식관리지원센터
033-738-8037",,
462,부서 및 시설물,부설기관,사회협력단 상지대 발달장애인 방과후 돌봄센터,,,사회협력단 상지대 발달장애인 방과후 돌봄센터,"<부설기관>
사회협력단 상지대 발달장애인 방과후 돌봄센터
033-730-0149",,
463,부서 및 시설물,부설기관,사회협력단 상지대 발달장애인 방과후 돌봄센터,,,730-0149,"<부설기관>
사회협력단 상지대 발달장애인 방과후 돌봄센터
033-730-0149",,
464,부서 및 시설물,부설기관,사회협력단 상지대 발달장애인 방과후 돌봄센터,,,0149,"<부설기관>
사회협력단 상지대 발달장애인 방과후 돌봄센터
033-730-0149",,
465,부서 및 시설물,부설기관,사회협력단 상지대 발달장애인 방과후 돌봄센터,,,033-730-0149,"<부설기관>
사회협력단 상지대 발달장애인 방과후 돌봄센터
033-730-0149",,
466,부서 및 시설물,부설기관,사회협력단 청년지원센터,,,033-738-8063,"<부설기관>
사회협력단 청년지원센터
033-738-8063",,
467,부서 및 시설물,부설기관,사회협력단 청년지원센터,,,738-8063,"<부설기관>
사회협력단 청년지원센터
033-738-8063",,
468,부서 및 시설물,부설기관,사회협력단 청년지원센터,,,사회협력단 청년지원센터,"<부설기관>
사회협력단 청년지원센터
033-738-8063",,
469,부서 및 시설물,부설기관,사회협력단 청년지원센터,,,8063,"<부설기관>
사회협력단 청년지원센터
033-738-8063",,
470,부서 및 시설물,부설기관,사회협력단 사회적기업성장지원센터,,,사회협력단 사회적기업성장지원센터,"<부설기관>
사회협력단 사회적기업성장지원센터
033-748-8661",,
471,부서 및 시설물,부설기관,사회협력단 사회적기업성장지원센터,,,8661,"<부설기관>
사회협력단 사회적기업성장지원센터
033-748-8661",,
472,부서 및 시설물,부설기관,사회협력단 사회적기업성장지원센터,,,748-8661,"<부설기관>
사회협력단 사회적기업성장지원센터
033-748-8661",,
473,부서 및 시설물,부설기관,사회협력단 사회적기업성장지원센터,,,033-748-8661,"<부설기관>
사회협력단 사회적기업성장지원센터
033-748-8661",,
474,부서 및 시설물,부설기관,사회협력단 원주시 도시재생협력지원센터,,,743-0476,"<부설기관>
사회협력단 원주시 도시재생협력지원센터
033-743-0476",,
475,부서 및 시설물,부설기관,사회협력단 원주시 도시재생협력지원센터,,,사회협력단 원주시 도시재생협력지원센터,"<부설기관>
사회협력단 원주시 도시재생협력지원센터
033-743-0476",,
476,부서 및 시설물,부설기관,사회협력단 원주시 도시재생협력지원센터,,,0476,"<부설기관>
사회협력단 원주시 도시재생협력지원센터
033-743-0476",,
477,부서 및 시설물,부설기관,사회협력단 원주시 도시재생협력지원센터,,,033-743-0476,"<부설기관>
사회협력단 원주시 도시재생협력지원센터
033-743-0476",,
478,부서 및 시설물,부설기관,"산학협력단 산학협렵지원부(산학협력팀, 연구지원팀)",,,738-7789,"<부설기관>
산학협력단 산학협렵지원부(산학협력팀, 연구지원팀)
033-738-7789",https://www.sangji.ac.kr/sanhak/index.do,
479,부서 및 시설물,부설기관,"산학협력단 산학협렵지원부(산학협력팀, 연구지원팀)",,,"산학협력단 산학협렵지원부(산학협력팀, 연구지원팀)","<부설기관>
산학협력단 산학협렵지원부(산학협력팀, 연구지원팀)
033-738-7789",https://www.sangji.ac.kr/sanhak/index.do,
480,부서 및 시설물,부설기관,"산학협력단 산학협렵지원부(산학협력팀, 연구지원팀)",,,7789,"<부설기관>
산학협력단 산학협렵지원부(산학협력팀, 연구지원팀)
033-738-7789",https://www.sangji.ac.kr/sanhak/index.do,
481,부서 및 시설물,부설기관,"산학협력단 산학협렵지원부(산학협력팀, 연구지원팀)",,,033-738-7789,"<부설기관>
산학협력단 산학협렵지원부(산학협력팀, 연구지원팀)
033-738-7789",https://www.sangji.ac.kr/sanhak/index.do,
482,부서 및 시설물,부설기관,산학협력단 자연과학연구지원센터,,,730-0386,"<부설기관>
산학협력단 자연과학연구지원센터
033-730-0386",,
483,부서 및 시설물,부설기관,산학협력단 자연과학연구지원센터,,,033-730-0386,"<부설기관>
산학협력단 자연과학연구지원센터
033-730-0386",,
484,부서 및 시설물,부설기관,산학협력단 자연과학연구지원센터,,,0386,"<부설기관>
산학협력단 자연과학연구지원센터
033-730-0386",,
485,부서 및 시설물,부설기관,산학협력단 자연과학연구지원센터,,,산학협력단 자연과학연구지원센터,"<부설기관>
산학협력단 자연과학연구지원센터
033-730-0386",,
486,부서 및 시설물,부설기관,산학협력단 창업보육센터,,,7863,"<부설기관>
산학협력단 창업보육센터
033-738-7863",,
487,부서 및 시설물,부설기관,산학협력단 창업보육센터,,,738-7863,"<부설기관>
산학협력단 창업보육센터
033-738-7863",,
488,부서 및 시설물,부설기관,산학협력단 창업보육센터,,,033-738-7863,"<부설기관>
산학협력단 창업보육센터
033-738-7863",,
489,부서 및 시설물,부설기관,산학협력단 창업보육센터,,,산학협력단 창업보육센터,"<부설기관>
산학협력단 창업보육센터
033-738-7863",,
490,부서 및 시설물,부설기관,산학협력단 한방의료기기산업진흥센터,,,738-7960,"<부설기관>
산학협력단 한방의료기기산업진흥센터
033-738-7960",,
491,부서 및 시설물,부설기관,산학협력단 한방의료기기산업진흥센터,,,033-738-7960,"<부설기관>
산학협력단 한방의료기기산업진흥센터
033-738-7960",,
492,부서 및 시설물,부설기관,산학협력단 한방의료기기산업진흥센터,,,7960,"<부설기관>
산학협력단 한방의료기기산업진흥센터
033-738-7960",,
493,부서 및 시설물,부설기관,산학협력단 한방의료기기산업진흥센터,,,산학협력단 한방의료기기산업진흥센터,"<부설기관>
산학협력단 한방의료기기산업진흥센터
033-738-7960",,
494,부서 및 시설물,부설기관,산학협력단 기술사업화센터,,,0547,"<부설기관>
산학협력단 기술사업화센터
033-730-0547",,
495,부서 및 시설물,부설기관,산학협력단 기술사업화센터,,,산학협력단 기술사업화센터,"<부설기관>
산학협력단 기술사업화센터
033-730-0547",,
496,부서 및 시설물,부설기관,산학협력단 기술사업화센터,,,033-730-0547,"<부설기관>
산학협력단 기술사업화센터
033-730-0547",,
497,부서 및 시설물,부설기관,산학협력단 기술사업화센터,,,730-0547,"<부설기관>
산학협력단 기술사업화센터
033-730-0547",,
498,부서 및 시설물,부설기관,산학협력단 중소기업산학협력센터,,,7863,"<부설기관>
산학협력단 중소기업산학협력센터
033-738-7863",,
499,부서 및 시설물,부설기관,산학협력단 중소기업산학협력센터,,,산학협력단 중소기업산학협력센터,"<부설기관>
산학협력단 중소기업산학협력센터
033-738-7863",,
500,부서 및 시설물,부설기관,산학협력단 중소기업산학협력센터,,,738-7863,"<부설기관>
산학협력단 중소기업산학협력센터
033-738-7863",,
501,부서 및 시설물,부설기관,산학협력단 중소기업산학협력센터,,,033-738-7863,"<부설기관>
산학협력단 중소기업산학협력센터
033-738-7863",,
502,부서 및 시설물,부설기관,산학협력단 평창군 어린이급식관리지원센터,,,산학협력단 평창군 어린이급식관리지원센터,"<부설기관>
산학협력단 평창군 어린이급식관리지원센터",,
503,부서 및 시설물,부설기관,산학협력단 전통산업진흥센터,,,산학협력단 전통산업진흥센터,"<부설기관>
산학협력단 전통산업진흥센터",,
504,부서 및 시설물,지원기관,예비군연대,,,033-730-0168,"<지원기관>
예비군연대
033-730-0168

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/yebigun/index.do,
505,부서 및 시설물,지원기관,예비군연대,,,예비군연대,"<지원기관>
예비군연대
033-730-0168

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/yebigun/index.do,
506,부서 및 시설물,지원기관,예비군연대,,,730-0168,"<지원기관>
예비군연대
033-730-0168

학군단 건물 1층
평일 : 09:00 ~ 18:00
점심시간 : 12:00~13:00",https://www.sangji.ac.kr/yebigun/index.do,
